ticket_id,bus_id,route_id,source_stop,destination_stop,boarding_date,boarding_time,passenger_count
TKT01091,B303,R03,S20,S23,13-09-2026,19:46,1
TKT01092,B202,R02,S12,S17,14-09-2026,17:17,1
TKT01093,B501,R05,S02,S04,01-09-2026,17:21,3
TKT01094,B202,R02,S12,S18,02-09-2026,07:07,3
TKT01095,B502,R05,S13,S02,03-09-2026,18:46,2
TKT01096,B402,R04,S06,S03,04-09-2026,15:22,2
TKT01097,B101,R01,S01,S05,05-09-2026,09:57,3
TKT01098,B101,R01,S09,S10,06-09-2026,15:25,2
TKT01099,B101,R01,S06,S08,07-09-2026,07:58,2
TKT01100,B301,R03,S22,S23,08-09-2026,18:49,3
TKT01101,B502,R05,S03,S04,09-09-2026,18:29,3
TKT01102,B401,R04,S07,S28,10-09-2026,07:14,4
TKT01103,B202,R02,S13,S02,11-09-2026,10:28,3
TKT01104,B403,R04,S03,S01,12-09-2026,18:51,3
TKT01105,B201,R02,S12,S02,13-09-2026,16:13,1
TKT01106,B201,R02,S15,S16,14-09-2026,07:36,3
TKT01107,B401,R04,S06,S05,01-09-2026,14:23,1
TKT01108,B303,R03,S22,S23,02-09-2026,13:45,2
TKT01109,B101,R01,S01,S05,03-09-2026,09:28,3
TKT01110,B201,R02,S14,S16,04-09-2026,10:41,1
TKT01111,B303,R03,S22,S23,05-09-2026,09:51,1
TKT01112,B302,R03,S15,S07,06-09-2026,17:17,3
TKT01113,B203,R02,S12,S14,07-09-2026,12:56,1
TKT01114,B502,R05,S07,S20,08-09-2026,11:05,1
TKT01115,B103,R01,S01,S02,09-09-2026,18:03,4
TKT01116,B402,R04,S07,S06,10-09-2026,08:01,2
TKT01117,B202,R02,S15,S17,11-09-2026,09:36,2
TKT01118,B202,R02,S02,S17,12-09-2026,17:44,1
TKT01119,B402,R04,S24,S26,13-09-2026,10:04,1
TKT01120,B101,R01,S01,S02,14-09-2026,09:51,1
TKT01121,B301,R03,S22,S23,01-09-2026,18:43,3
TKT01122,B401,R04,S25,S06,02-09-2026,18:12,3
TKT01123,B101,R01,S07,S08,03-09-2026,15:03,1
TKT01124,B301,R03,S16,S23,04-09-2026,07:08,3
TKT01125,B301,R03,S21,S22,05-09-2026,08:39,1
TKT01126,B101,R01,S09,S10,06-09-2026,19:48,2
TKT01127,B202,R02,S13,S14,07-09-2026,13:00,1
TKT01128,B303,R03,S06,S22,08-09-2026,14:35,2
TKT01129,B201,R02,S16,S17,09-09-2026,09:55,1
TKT01130,B502,R05,S03,S07,10-09-2026,14:50,2
TKT01131,B101,R01,S07,S10,11-09-2026,19:05,3
TKT01132,B202,R02,S17,S18,12-09-2026,10:40,1
TKT01133,B302,R03,S16,S22,13-09-2026,09:34,3
TKT01134,B101,R01,S06,S10,14-09-2026,12:39,1
TKT01135,B202,R02,S15,S16,01-09-2026,14:34,2
TKT01136,B102,R01,S06,S07,02-09-2026,12:05,2
TKT01137,B503,R05,S04,S20,03-09-2026,09:31,1
TKT01138,B502,R05,S07,S20,04-09-2026,11:45,3
TKT01139,B101,R01,S07,S08,05-09-2026,09:37,2
TKT01140,B303,R03,S07,S21,06-09-2026,17:00,2
TKT01141,B103,R01,S09,S10,07-09-2026,09:52,4
TKT01142,B103,R01,S01,S09,08-09-2026,10:01,1
TKT01143,B402,R04,S25,S05,09-09-2026,14:52,1
TKT01144,B402,R04,S25,S01,10-09-2026,17:30,3
TKT01145,B301,R03,S19,S20,11-09-2026,17:56,1
TKT01146,B403,R04,S25,S07,12-09-2026,12:19,1
TKT01147,B102,R01,S05,S10,13-09-2026,18:57,3
TKT01148,B201,R02,S13,S02,14-09-2026,18:27,2
TKT01149,B302,R03,S15,S19,01-09-2026,15:38,2
TKT01150,B401,R04,S28,S01,02-09-2026,19:28,2
TKT01151,B401,R04,S28,S01,03-09-2026,19:55,2
TKT01152,B102,R01,S03,S04,04-09-2026,09:27,2
TKT01153,B401,R04,S24,S25,05-09-2026,19:20,1
TKT01154,B501,R05,S04,S07,06-09-2026,19:43,1
TKT01155,B301,R03,S07,S22,07-09-2026,14:06,2
TKT01156,B301,R03,S06,S07,08-09-2026,19:08,1
TKT01157,B503,R05,S29,S31,09-09-2026,19:17,3
TKT01158,B201,R02,S17,S18,10-09-2026,17:25,1
TKT01159,B403,R04,S25,S26,11-09-2026,12:53,2
TKT01160,B302,R03,S16,S19,12-09-2026,11:06,1
TKT01161,B102,R01,S04,S07,13-09-2026,07:28,3
TKT01162,B503,R05,S03,S20,14-09-2026,16:48,1
TKT01163,B303,R03,S16,S07,01-09-2026,16:03,1
TKT01164,B102,R01,S07,S09,02-09-2026,11:22,2
TKT01165,B103,R01,S07,S09,03-09-2026,06:10,1
TKT01166,B303,R03,S07,S20,04-09-2026,07:55,2
TKT01167,B402,R04,S28,S01,05-09-2026,11:30,1
TKT01168,B502,R05,S11,S07,06-09-2026,10:49,1
TKT01169,B501,R05,S02,S07,07-09-2026,10:55,2
TKT01170,B401,R04,S24,S05,08-09-2026,19:46,2
TKT01171,B102,R01,S01,S02,09-09-2026,08:36,4
TKT01172,B101,R01,S05,S10,10-09-2026,09:24,3
TKT01173,B403,R04,S06,S03,11-09-2026,11:19,2
TKT01174,B201,R02,S17,S18,12-09-2026,07:40,2
TKT01175,B101,R01,S06,S09,13-09-2026,12:46,2
TKT01176,B101,R01,S05,S08,14-09-2026,07:10,1
TKT01177,B103,R01,S03,S09,01-09-2026,18:46,3
TKT01178,B201,R02,S15,S18,02-09-2026,07:13,3
TKT01179,B201,R02,S13,S02,03-09-2026,07:24,3
TKT01180,B303,R03,S21,S23,04-09-2026,17:00,2
TKT01181,B301,R03,S20,S23,05-09-2026,09:37,1
TKT01182,B103,R01,S03,S05,06-09-2026,14:43,2
TKT01183,B201,R02,S11,S16,07-09-2026,08:11,2
TKT01184,B101,R01,S05,S07,08-09-2026,19:05,3
TKT01185,B201,R02,S16,S18,09-09-2026,15:24,1
TKT01186,B501,R05,S13,S02,10-09-2026,12:19,1
TKT01187,B302,R03,S22,S23,11-09-2026,12:12,3
TKT01188,B203,R02,S17,S18,12-09-2026,18:08,2
TKT01189,B402,R04,S28,S01,13-09-2026,19:12,2
TKT01190,B202,R02,S17,S18,14-09-2026,14:20,2
TKT01191,B201,R02,S16,S18,01-09-2026,21:53,1
TKT01192,B501,R05,S29,S02,02-09-2026,08:06,4
TKT01193,B103,R01,S01,S09,03-09-2026,16:47,1
TKT01194,B103,R01,S07,S09,04-09-2026,16:55,3
TKT01195,B101,R01,S08,S10,05-09-2026,19:40,4
TKT01196,B502,R05,S02,S03,06-09-2026,21:15,1
TKT01197,B101,R01,S02,S09,07-09-2026,10:27,1
TKT01198,B303,R03,S16,S19,08-09-2026,07:21,2
TKT01199,B502,R05,S03,S04,09-09-2026,21:59,2
TKT01200,B102,R01,S06,S07,10-09-2026,08:21,3
TKT01201,B103,R01,S02,S05,11-09-2026,09:01,2
TKT01202,B303,R03,S06,S23,12-09-2026,08:09,2
TKT01203,B103,R01,S02,S06,13-09-2026,09:55,3
TKT01204,B103,R01,S09,S10,14-09-2026,14:48,1
TKT01205,B301,R03,S22,S23,01-09-2026,07:30,2
TKT01206,B201,R02,S11,S15,02-09-2026,18:54,3
TKT01207,B202,R02,S11,S13,03-09-2026,09:39,2
TKT01208,B201,R02,S13,S14,04-09-2026,20:15,1
TKT01209,B103,R01,S02,S05,05-09-2026,13:04,1
TKT01210,B502,R05,S31,S07,06-09-2026,08:09,2
TKT01211,B303,R03,S07,S21,07-09-2026,18:00,1
TKT01212,B301,R03,S21,S23,08-09-2026,17:46,4
TKT01213,B301,R03,S20,S22,09-09-2026,07:25,1
TKT01214,B101,R01,S02,S09,10-09-2026,07:24,2
TKT01215,B202,R02,S17,S18,11-09-2026,15:11,1
TKT01216,B201,R02,S11,S12,12-09-2026,08:33,1
TKT01217,B303,R03,S07,S23,13-09-2026,19:03,1
TKT01218,B503,R05,S11,S02,14-09-2026,17:11,2
TKT01219,B302,R03,S22,S23,01-09-2026,12:19,1
TKT01220,B402,R04,S03,S01,02-09-2026,12:32,3
TKT01221,B101,R01,S01,S02,03-09-2026,07:38,3
TKT01222,B502,R05,S11,S02,04-09-2026,18:47,2
TKT01223,B503,R05,S13,S20,05-09-2026,19:53,3
TKT01224,B103,R01,S05,S06,06-09-2026,19:22,3
TKT01225,B302,R03,S15,S21,07-09-2026,10:35,1
TKT01226,B403,R04,S03,S28,08-09-2026,08:14,1
TKT01227,B101,R01,S06,S08,09-09-2026,08:49,5
TKT01228,B501,R05,S07,S20,10-09-2026,19:19,2
TKT01229,B202,R02,S02,S14,11-09-2026,09:54,1
TKT01230,B201,R02,S12,S02,12-09-2026,19:28,3
TKT01231,B102,R01,S09,S10,13-09-2026,13:40,1
TKT01232,B102,R01,S06,S07,14-09-2026,19:56,1
TKT01233,B201,R02,S02,S16,01-09-2026,16:28,1
TKT01234,B301,R03,S15,S20,02-09-2026,16:27,2
TKT01235,B102,R01,S02,S06,03-09-2026,08:27,3
TKT01236,B103,R01,S01,S06,04-09-2026,07:28,2
TKT01237,B103,R01,S08,S09,05-09-2026,08:37,3
TKT01238,B502,R05,S07,S20,06-09-2026,19:51,1
TKT01239,B301,R03,S19,S23,07-09-2026,08:12,3
TKT01240,B103,R01,S07,S08,08-09-2026,20:10,2
TKT01241,B402,R04,S24,S03,09-09-2026,19:05,1
TKT01242,B302,R03,S20,S22,10-09-2026,06:47,1
TKT01243,B402,R04,S25,S07,11-09-2026,18:15,2
TKT01244,B302,R03,S22,S23,12-09-2026,19:31,2
TKT01245,B402,R04,S07,S06,13-09-2026,18:15,2
TKT01246,B102,R01,S04,S10,14-09-2026,15:03,3
TKT01247,B401,R04,S03,S28,01-09-2026,09:23,2
TKT01248,B503,R05,S02,S07,02-09-2026,09:37,3
TKT01249,B103,R01,S09,S10,03-09-2026,19:24,2
TKT01250,B102,R01,S09,S10,04-09-2026,17:51,2
TKT01251,B403,R04,S03,S01,05-09-2026,07:35,3
TKT01252,B201,R02,S02,S16,06-09-2026,15:04,1
TKT01253,B202,R02,S12,S02,07-09-2026,19:06,3
TKT01254,B301,R03,S22,S23,08-09-2026,19:06,1
TKT01255,B201,R02,S11,S16,09-09-2026,09:24,1
TKT01256,B502,R05,S13,S07,10-09-2026,19:18,3
TKT01257,B301,R03,S15,S19,11-09-2026,21:16,1
TKT01258,B203,R02,S14,S16,12-09-2026,16:33,1
TKT01259,B303,R03,S06,S21,13-09-2026,09:58,2
TKT01260,B201,R02,S02,S14,14-09-2026,19:28,5
TKT01261,B303,R03,S20,S21,01-09-2026,17:32,1
TKT01262,B302,R03,S20,S22,02-09-2026,18:30,2
TKT01263,B101,R01,S09,S10,03-09-2026,07:42,2
TKT01264,B101,R01,S08,S10,04-09-2026,07:42,2
TKT01265,B203,R02,S16,S18,05-09-2026,08:57,2
TKT01266,B102,R01,S09,S10,06-09-2026,11:22,1
TKT01267,B302,R03,S22,S23,07-09-2026,11:26,2
TKT01268,B203,R02,S15,S18,08-09-2026,10:12,1
TKT01269,B401,R04,S05,S01,09-09-2026,18:58,2
TKT01270,B101,R01,S01,S02,10-09-2026,18:19,1
TKT01271,B201,R02,S17,S18,11-09-2026,19:56,3
TKT01272,B402,R04,S26,S05,12-09-2026,08:18,3
TKT01273,B101,R01,S06,S08,13-09-2026,09:16,3
TKT01274,B302,R03,S21,S23,14-09-2026,07:54,1
TKT01275,B503,R05,S29,S13,01-09-2026,17:25,3
TKT01276,B401,R04,S25,S07,02-09-2026,08:05,2
TKT01277,B101,R01,S01,S08,03-09-2026,09:49,3
TKT01278,B401,R04,S05,S03,04-09-2026,19:00,4
TKT01279,B102,R01,S07,S09,05-09-2026,13:00,1
TKT01280,B201,R02,S12,S17,06-09-2026,08:06,1
TKT01281,B403,R04,S25,S03,07-09-2026,09:24,3
TKT01282,B203,R02,S02,S18,08-09-2026,13:33,1
TKT01283,B102,R01,S05,S08,09-09-2026,19:43,5
TKT01284,B201,R02,S15,S16,10-09-2026,17:11,2
TKT01285,B403,R04,S25,S06,11-09-2026,10:28,2
TKT01286,B301,R03,S20,S21,12-09-2026,19:34,3
TKT01287,B403,R04,S25,S07,13-09-2026,09:35,4
TKT01288,B302,R03,S15,S20,14-09-2026,06:12,1
TKT01289,B503,R05,S03,S20,01-09-2026,07:41,3
TKT01290,B401,R04,S05,S01,02-09-2026,18:12,3
TKT01291,B103,R01,S07,S10,03-09-2026,16:27,1
TKT01292,B203,R02,S11,S13,04-09-2026,17:08,5
TKT01293,B503,R05,S02,S04,05-09-2026,10:40,1
TKT01294,B201,R02,S13,S02,06-09-2026,09:57,3
TKT01295,B402,R04,S24,S25,07-09-2026,18:29,1
TKT01296,B402,R04,S05,S03,08-09-2026,08:11,1
TKT01297,B201,R02,S16,S17,09-09-2026,10:38,1
TKT01298,B102,R01,S01,S04,10-09-2026,09:13,2
TKT01299,B303,R03,S07,S23,11-09-2026,07:07,1
TKT01300,B103,R01,S07,S08,12-09-2026,18:11,1
TKT01301,B501,R05,S04,S20,13-09-2026,18:09,2
TKT01302,B301,R03,S21,S22,14-09-2026,10:25,1
TKT01303,B203,R02,S14,S15,01-09-2026,08:00,5
TKT01304,B302,R03,S07,S20,02-09-2026,06:32,1
TKT01305,B501,R05,S07,S20,03-09-2026,13:18,1
TKT01306,B503,R05,S31,S02,04-09-2026,16:40,1
TKT01307,B302,R03,S21,S23,05-09-2026,08:55,2
TKT01308,B203,R02,S16,S18,06-09-2026,08:16,2
TKT01309,B202,R02,S16,S18,07-09-2026,08:32,3
TKT01310,B102,R01,S02,S03,08-09-2026,17:33,1
TKT01311,B102,R01,S05,S06,09-09-2026,06:34,1
TKT01312,B401,R04,S05,S03,10-09-2026,17:22,1
TKT01313,B101,R01,S05,S07,11-09-2026,19:22,2
TKT01314,B401,R04,S06,S01,12-09-2026,08:32,3
TKT01315,B302,R03,S21,S23,13-09-2026,13:21,1
TKT01316,B302,R03,S22,S23,14-09-2026,09:44,2
TKT01317,B101,R01,S03,S08,01-09-2026,18:54,2
TKT01318,B301,R03,S06,S20,02-09-2026,17:47,2
TKT01319,B401,R04,S28,S01,03-09-2026,08:02,2
TKT01320,B401,R04,S03,S01,04-09-2026,18:13,2
TKT01321,B303,R03,S06,S07,05-09-2026,10:00,1
TKT01322,B302,R03,S21,S23,06-09-2026,21:23,1
TKT01323,B301,R03,S15,S22,07-09-2026,09:45,3
TKT01324,B401,R04,S25,S26,08-09-2026,17:04,3
TKT01325,B202,R02,S11,S15,09-09-2026,07:06,2
TKT01326,B203,R02,S11,S13,10-09-2026,17:30,2
TKT01327,B402,R04,S06,S01,11-09-2026,17:05,1
TKT01328,B301,R03,S07,S22,12-09-2026,19:40,4
TKT01329,B201,R02,S12,S14,13-09-2026,08:01,2
TKT01330,B502,R05,S30,S02,14-09-2026,11:09,2
TKT01331,B101,R01,S03,S05,01-09-2026,16:18,2
TKT01332,B302,R03,S16,S15,02-09-2026,17:42,1
TKT01333,B402,R04,S07,S06,03-09-2026,17:00,1
TKT01334,B202,R02,S13,S14,04-09-2026,17:10,2
TKT01335,B303,R03,S20,S23,05-09-2026,07:30,3
TKT01336,B303,R03,S21,S22,06-09-2026,08:04,2
TKT01337,B301,R03,S21,S22,07-09-2026,07:45,1
TKT01338,B203,R02,S02,S14,08-09-2026,12:26,1
TKT01339,B103,R01,S05,S08,09-09-2026,20:59,2
TKT01340,B101,R01,S08,S10,10-09-2026,08:02,2
TKT01341,B503,R05,S13,S07,11-09-2026,14:54,1
TKT01342,B303,R03,S20,S21,12-09-2026,10:55,1
TKT01343,B402,R04,S26,S07,13-09-2026,06:53,3
TKT01344,B501,R05,S03,S07,14-09-2026,19:10,2
TKT01345,B201,R02,S15,S16,01-09-2026,07:35,2
TKT01346,B503,R05,S13,S02,02-09-2026,19:39,1
TKT01347,B403,R04,S24,S05,03-09-2026,08:24,3
TKT01348,B502,R05,S13,S04,04-09-2026,09:43,2
TKT01349,B103,R01,S03,S06,05-09-2026,09:57,2
TKT01350,B401,R04,S26,S06,06-09-2026,08:17,1
TKT01351,B403,R04,S06,S01,07-09-2026,17:28,2
TKT01352,B103,R01,S09,S10,08-09-2026,18:00,2
TKT01353,B202,R02,S16,S17,09-09-2026,17:52,1
TKT01354,B201,R02,S14,S15,10-09-2026,17:45,2
TKT01355,B301,R03,S22,S23,11-09-2026,09:17,1
TKT01356,B301,R03,S19,S20,12-09-2026,07:46,2
TKT01357,B201,R02,S17,S18,13-09-2026,15:22,1
TKT01358,B301,R03,S07,S23,14-09-2026,15:30,1
TKT01359,B401,R04,S25,S05,01-09-2026,09:23,3
TKT01360,B502,R05,S11,S02,02-09-2026,15:15,1
TKT01361,B302,R03,S15,S22,03-09-2026,07:39,4
TKT01362,B202,R02,S13,S02,04-09-2026,19:39,2
TKT01363,B403,R04,S26,S03,05-09-2026,08:22,3
TKT01364,B102,R01,S05,S09,06-09-2026,17:08,2
TKT01365,B202,R02,S11,S02,07-09-2026,12:37,2
TKT01366,B403,R04,S26,S06,08-09-2026,09:58,1
TKT01367,B103,R01,S02,S03,09-09-2026,17:48,2
TKT01368,B401,R04,S05,S28,10-09-2026,21:05,1
TKT01369,B201,R02,S13,S16,11-09-2026,07:55,5
TKT01370,B102,R01,S02,S07,12-09-2026,10:21,1
TKT01371,B301,R03,S16,S19,13-09-2026,14:58,1
TKT01372,B201,R02,S14,S17,14-09-2026,16:47,2
TKT01373,B402,R04,S07,S06,01-09-2026,17:25,3
TKT01374,B401,R04,S26,S07,02-09-2026,19:17,2
TKT01375,B101,R01,S02,S03,03-09-2026,13:51,1
TKT01376,B202,R02,S16,S17,04-09-2026,16:20,1
TKT01377,B203,R02,S14,S15,05-09-2026,16:57,2
TKT01378,B401,R04,S07,S05,06-09-2026,18:33,3
TKT01379,B501,R05,S07,S20,07-09-2026,17:30,1
TKT01380,B402,R04,S06,S01,08-09-2026,17:06,1
TKT01381,B101,R01,S01,S08,09-09-2026,19:13,1
TKT01382,B402,R04,S26,S06,10-09-2026,09:14,3
TKT01383,B303,R03,S07,S22,11-09-2026,13:36,1
TKT01384,B402,R04,S05,S03,12-09-2026,08:25,2
TKT01385,B103,R01,S09,S10,13-09-2026,09:30,1
TKT01386,B303,R03,S21,S23,14-09-2026,08:00,3
TKT01387,B102,R01,S07,S09,01-09-2026,17:41,3
TKT01388,B401,R04,S07,S03,02-09-2026,07:34,1
TKT01389,B203,R02,S16,S17,03-09-2026,09:00,2
TKT01390,B401,R04,S03,S01,04-09-2026,09:16,1
TKT01391,B501,R05,S11,S02,05-09-2026,17:30,3
TKT01392,B401,R04,S03,S01,06-09-2026,13:07,2
TKT01393,B203,R02,S14,S16,07-09-2026,18:57,1
TKT01394,B101,R01,S08,S10,08-09-2026,19:05,1
TKT01395,B101,R01,S09,S10,09-09-2026,11:30,2
TKT01396,B301,R03,S19,S06,10-09-2026,17:54,4
TKT01397,B202,R02,S11,S14,11-09-2026,09:36,3
TKT01398,B402,R04,S05,S03,12-09-2026,17:41,1
TKT01399,B401,R04,S25,S01,13-09-2026,08:25,1
TKT01400,B303,R03,S15,S07,14-09-2026,09:00,2
TKT01401,B103,R01,S01,S04,01-09-2026,18:08,2
TKT01402,B503,R05,S29,S13,02-09-2026,15:39,5
TKT01403,B502,R05,S02,S07,03-09-2026,15:31,1
TKT01404,B402,R04,S06,S01,04-09-2026,18:29,2
TKT01405,B302,R03,S20,S22,05-09-2026,09:19,2
TKT01406,B303,R03,S07,S23,06-09-2026,19:19,4
TKT01407,B302,R03,S15,S07,07-09-2026,16:25,2
TKT01408,B102,R01,S01,S02,08-09-2026,10:59,2
TKT01409,B303,R03,S06,S07,09-09-2026,09:20,1
TKT01410,B202,R02,S02,S15,10-09-2026,13:03,1
TKT01411,B303,R03,S16,S20,11-09-2026,06:40,2
TKT01412,B203,R02,S16,S18,12-09-2026,18:55,3
TKT01413,B201,R02,S16,S17,13-09-2026,18:11,3
TKT01414,B202,R02,S15,S16,14-09-2026,11:06,1
TKT01415,B501,R05,S07,S20,01-09-2026,16:00,2
TKT01416,B403,R04,S28,S01,02-09-2026,12:40,1
TKT01417,B303,R03,S19,S23,03-09-2026,19:41,2
TKT01418,B301,R03,S22,S23,04-09-2026,08:12,5
TKT01419,B403,R04,S05,S03,05-09-2026,19:38,1
TKT01420,B403,R04,S25,S28,06-09-2026,08:38,1
TKT01421,B101,R01,S08,S10,07-09-2026,10:31,1
TKT01422,B203,R02,S14,S16,08-09-2026,16:01,2
TKT01423,B203,R02,S15,S17,09-09-2026,19:59,1
TKT01424,B203,R02,S15,S16,10-09-2026,18:21,4
TKT01425,B301,R03,S20,S23,11-09-2026,12:39,3
TKT01426,B203,R02,S16,S17,12-09-2026,09:34,3
TKT01427,B202,R02,S02,S16,13-09-2026,08:15,3
TKT01428,B201,R02,S12,S02,14-09-2026,07:49,1
TKT01429,B402,R04,S26,S03,01-09-2026,21:53,1
TKT01430,B203,R02,S02,S16,02-09-2026,21:47,1
TKT01431,B102,R01,S02,S08,03-09-2026,07:41,3
TKT01432,B401,R04,S25,S26,04-09-2026,15:12,1
TKT01433,B301,R03,S16,S20,05-09-2026,10:18,1
TKT01434,B501,R05,S02,S07,06-09-2026,18:38,4
TKT01435,B502,R05,S04,S20,07-09-2026,11:29,3
TKT01436,B402,R04,S07,S06,08-09-2026,13:19,3
TKT01437,B301,R03,S19,S06,09-09-2026,19:37,2
TKT01438,B401,R04,S25,S06,10-09-2026,09:19,2
TKT01439,B303,R03,S07,S22,11-09-2026,08:11,2
TKT01440,B503,R05,S11,S20,12-09-2026,11:00,2
TKT01441,B201,R02,S14,S16,13-09-2026,09:29,1
TKT01442,B402,R04,S06,S05,14-09-2026,07:33,1
TKT01443,B402,R04,S28,S01,01-09-2026,14:32,2
TKT01444,B101,R01,S08,S09,02-09-2026,07:57,2
TKT01445,B501,R05,S13,S04,03-09-2026,18:53,3
TKT01446,B302,R03,S06,S22,04-09-2026,19:23,5
TKT01447,B503,R05,S03,S04,05-09-2026,12:24,2
TKT01448,B401,R04,S03,S01,06-09-2026,08:01,4
TKT01449,B101,R01,S09,S10,07-09-2026,13:24,1
TKT01450,B402,R04,S03,S01,08-09-2026,09:07,2
TKT01451,B502,R05,S04,S07,09-09-2026,19:58,2
TKT01452,B103,R01,S01,S06,10-09-2026,08:08,1
TKT01453,B401,R04,S28,S01,11-09-2026,10:41,2
TKT01454,B102,R01,S04,S05,12-09-2026,15:23,1
TKT01455,B503,R05,S29,S13,13-09-2026,19:41,1
TKT01456,B102,R01,S01,S02,14-09-2026,07:18,2
TKT01457,B103,R01,S01,S03,01-09-2026,09:00,2
TKT01458,B203,R02,S12,S14,02-09-2026,07:02,3
TKT01459,B503,R05,S03,S04,03-09-2026,18:08,1
TKT01460,B401,R04,S06,S01,04-09-2026,14:43,1
TKT01461,B103,R01,S05,S07,05-09-2026,14:32,1
TKT01462,B501,R05,S11,S31,06-09-2026,16:55,3
TKT01463,B503,R05,S02,S03,07-09-2026,16:49,1
TKT01464,B103,R01,S02,S06,08-09-2026,07:16,2
TKT01465,B302,R03,S19,S21,09-09-2026,16:56,2
TKT01466,B501,R05,S31,S04,10-09-2026,18:31,3
TKT01467,B402,R04,S28,S01,11-09-2026,10:03,2
TKT01468,B103,R01,S01,S04,12-09-2026,10:38,2
TKT01469,B103,R01,S05,S09,13-09-2026,08:27,1
TKT01470,B201,R02,S13,S14,14-09-2026,07:05,2
TKT01471,B201,R02,S16,S17,01-09-2026,07:26,1
TKT01472,B402,R04,S03,S01,02-09-2026,09:22,2
TKT01473,B103,R01,S06,S07,03-09-2026,18:57,4
TKT01474,B302,R03,S07,S20,04-09-2026,13:06,2
TKT01475,B501,R05,S02,S04,05-09-2026,09:08,3
TKT01476,B102,R01,S09,S10,06-09-2026,10:56,2
TKT01477,B402,R04,S06,S03,07-09-2026,11:43,1
TKT01478,B203,R02,S11,S16,08-09-2026,08:36,1
TKT01479,B301,R03,S07,S22,09-09-2026,18:16,2
TKT01480,B402,R04,S25,S03,10-09-2026,10:08,2
TKT01481,B302,R03,S15,S22,11-09-2026,12:10,1
TKT01482,B202,R02,S02,S18,12-09-2026,07:28,3
TKT01483,B402,R04,S07,S28,13-09-2026,10:13,1
TKT01484,B403,R04,S05,S01,14-09-2026,07:53,1
TKT01485,B102,R01,S03,S07,01-09-2026,17:44,2
TKT01486,B102,R01,S08,S09,02-09-2026,09:48,1
TKT01487,B201,R02,S16,S17,03-09-2026,06:17,1
TKT01488,B303,R03,S21,S23,04-09-2026,19:23,3
TKT01489,B501,R05,S07,S20,05-09-2026,07:01,3
TKT01490,B301,R03,S22,S23,06-09-2026,08:30,3
TKT01491,B303,R03,S15,S19,07-09-2026,11:07,1
TKT01492,B102,R01,S06,S07,08-09-2026,15:40,2
TKT01493,B301,R03,S21,S22,09-09-2026,16:38,1
TKT01494,B201,R02,S02,S17,10-09-2026,19:24,2
TKT01495,B201,R02,S14,S17,11-09-2026,08:21,3
TKT01496,B102,R01,S06,S09,12-09-2026,07:11,3
TKT01497,B102,R01,S07,S08,13-09-2026,16:45,1
TKT01498,B101,R01,S04,S06,14-09-2026,17:17,2
TKT01499,B302,R03,S06,S23,01-09-2026,19:23,2
TKT01500,B103,R01,S02,S10,02-09-2026,07:28,4
TKT01501,B201,R02,S17,S18,03-09-2026,07:34,2
TKT01502,B302,R03,S16,S06,04-09-2026,18:13,1
TKT01503,B203,R02,S12,S13,05-09-2026,08:15,1
TKT01504,B102,R01,S08,S09,06-09-2026,09:43,2
TKT01505,B102,R01,S03,S06,07-09-2026,07:22,2
TKT01506,B302,R03,S21,S22,08-09-2026,17:00,2
TKT01507,B401,R04,S28,S01,09-09-2026,14:10,1
TKT01508,B303,R03,S07,S23,10-09-2026,13:59,2
TKT01509,B203,R02,S14,S17,11-09-2026,18:08,2
TKT01510,B103,R01,S07,S10,12-09-2026,17:04,1
TKT01511,B103,R01,S09,S10,13-09-2026,10:44,1
TKT01512,B201,R02,S13,S17,14-09-2026,15:38,1
TKT01513,B103,R01,S02,S07,01-09-2026,07:24,3
TKT01514,B102,R01,S04,S05,02-09-2026,08:01,2
TKT01515,B102,R01,S06,S07,03-09-2026,09:52,1
TKT01516,B102,R01,S05,S09,04-09-2026,18:12,3
TKT01517,B402,R04,S05,S28,05-09-2026,17:09,3
TKT01518,B101,R01,S05,S07,06-09-2026,08:27,2
TKT01519,B503,R05,S13,S02,07-09-2026,08:38,4
TKT01520,B101,R01,S01,S05,08-09-2026,17:50,1
TKT01521,B501,R05,S13,S02,09-09-2026,09:52,4
TKT01522,B201,R02,S17,S18,10-09-2026,10:11,1
TKT01523,B102,R01,S02,S06,11-09-2026,19:52,2
TKT01524,B503,R05,S02,S20,12-09-2026,09:34,1
TKT01525,B102,R01,S09,S10,13-09-2026,17:29,3
TKT01526,B502,R05,S30,S13,14-09-2026,17:38,2
TKT01527,B403,R04,S26,S03,01-09-2026,07:14,3
TKT01528,B101,R01,S03,S06,02-09-2026,12:09,2
TKT01529,B403,R04,S07,S03,03-09-2026,18:17,2
TKT01530,B301,R03,S20,S23,04-09-2026,17:13,5
TKT01531,B301,R03,S15,S19,05-09-2026,19:56,2
TKT01532,B301,R03,S22,S23,06-09-2026,09:20,2
TKT01533,B503,R05,S03,S20,07-09-2026,15:13,1
TKT01534,B302,R03,S16,S06,08-09-2026,12:34,2
TKT01535,B102,R01,S06,S07,09-09-2026,08:32,3
TKT01536,B102,R01,S07,S09,10-09-2026,07:31,1
TKT01537,B402,R04,S24,S26,11-09-2026,16:08,1
TKT01538,B303,R03,S20,S23,12-09-2026,18:21,3
TKT01539,B202,R02,S13,S16,13-09-2026,19:07,3
TKT01540,B403,R04,S05,S03,14-09-2026,18:47,1
